2023-09-22 19:43:32.271 +07:00 [INF] Равносторонний (0; 0), (10; 0), (5; 7,071067)
2023-09-23 09:23:12.482 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.484 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.485 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.486 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.487 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.487 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.488 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.489 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.490 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.491 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.492 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.493 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.493 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.494 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.495 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.496 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.498 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.499 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.500 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.500 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.501 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.502 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.503 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.503 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.504 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.505 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.506 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.507 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.507 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.508 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.509 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.510 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.511 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.512 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.515 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.516 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.517 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.518 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.519 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.520 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.520 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.521 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.522 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.522 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.523 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.524 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.524 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.526 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.526 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.527 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.528 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.530 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.532 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.533 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.534 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.535 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.536 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.536 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.537 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.538 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.539 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.540 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.541 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.541 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.542 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.543 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.544 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.546 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.548 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.549 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.550 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.550 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.551 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.552 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.553 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.554 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.555 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.556 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.556 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.557 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.558 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.559 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.560 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.562 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.563 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.565 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.565 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.566 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.568 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.568 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.569 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.570 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.571 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.572 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.572 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.573 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.574 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.575 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.578 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.578 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.580 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.580 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.581 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.582 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.583 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.584 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.585 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.586 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.586 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.587 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.588 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.589 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.590 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.594 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.603 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.605 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.606 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.607 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.610 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.612 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.613 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.615 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.616 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.617 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.618 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.619 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.620 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.621 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.622 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.624 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.627 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.628 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.629 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.631 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.632 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.634 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.635 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.636 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.637 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:12.639 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
